FID,fid,the_geom,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_
Global_MAR_Inventory.1093,1093,POINT (1.29329411438496 43.7717710770737),1309,Grenade,Europe,France,43.77177108,1.29329411,1981,2000,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Physical Aquifer Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1094,1094,POINT (1.11824784032462 43.2558142440347),1310,Lavelanet-de-Comminges,Europe,France,43.25581424,1.11824784,1989,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Water Quality Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1095,1095,POINT (2.71667642649809 45.8987231231656),1311,Miremont,Europe,France,45.89872312,2.71667643,1980,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Water Quality Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1096,1096,POINT (4.71330240067568 44.2382613517223),1312,Mondragon,Europe,France,44.23826135,4.7133024,1952,-9999,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",River water,Environmental,Water Quality Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1097,1097,POINT (2.4409859329044 43.2096600421),1313,Plaine de Millegrand,Europe,France,43.20966004,2.44098593,1985,1995,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",River water,no data,no data,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1098,1098,POINT (4.2766759445031 43.6929149920743),1314,Vauvert,Europe,France,43.69291499,4.27667594,1985,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Water Quality Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1099,1099,POINT (1.97334299595925 48.9801035392657),1315,Vernouillet,Europe,France,48.98010354,1.973343,1976,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,Water Quality Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1127,1127,POINT (6.156057 43.120094),1343,Aquarenova,Europe,France,43.120094,6.156057,2015,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Domestic,"<a href=""https://www.aquarenova.fr/restaurer-la-nappe-du-bas-gapeau/"" target=""_blank"">https://www.aquarenova.fr/restaurer-la-nappe-du-bas-gapeau/</a>"
Global_MAR_Inventory.1100,1100,POINT (10.51575 43.867103),1316,Sant ´Alessio,Europe,Italy,43.867103,10.51575,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,no data,"Rossetto, R., Barbagli, A., Borsi, I., Mazzanti, G., Vienken, T., Bonarim, E., 2015. Site investigation and design of the monitoring system at the Sant`Alessio Induced RiverBank Filtration plant (Lucca, Italy). Rend. Online Soc. Geol. It 35, 248-251. doi"
Global_MAR_Inventory.1101,1101,POINT (9.042739 63.238397),1317,Rovatnet,Europe,Norway,63.238397,9.042739,2001,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",Lake water,Domestic,no data,"Segar, M., Mauring, E., 1994. Grunnvannsundersøkelser i Hemne kommune. Oppføging av prosjektet i Sør-Trøndelag fylke. English title: Groundwater investigatios in the municipality of Hemne. Follow-up of the GiN project in the county of Sør-Trøndelag"
Global_MAR_Inventory.1102,1102,POINT (9.126932 63.340806),1318,Bugaelva,Europe,Norway,63.340806,9.126932,2001,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,no data,"Segar, M., Mauring, E., 1994. Grunnvannsundersøkelser i Hemne kommune. Oppføging av prosjektet i Sør-Trøndelag fylke. English title: Groundwater investigatios in the municipality of Hemne. Follow-up of the GiN project in the county of Sør-Trøndelag"
Global_MAR_Inventory.1103,1103,POINT (138.619545 -34.966084),1319,Urrbrae wetland,Oceania,Australia,-34.966084,138.619545,1997,1998,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""https://www.researchgate.net/publication/228483066_Lessons_Drawn_from_Attempts_to_Unclog_an_ASR_Well_in_an_Unconsolidated_Sand_Aquifer"" target=""_blank"">Pavelic,  P., Dillon, P., Barry, K., Armstrong, D., Hodson, A., Callaghan, J. and Gerges, N."
Global_MAR_Inventory.1104,1104,POINT (171.61935 -43.879261),1320,Hinds/Hekeao MAR Pilot Project,Oceania,New Zealand,-43.879261,171.61935,2016,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Maximize Natural Storage,"<a href=""https://api.ecan.govt.nz/TrimPublicAPI/documents/download/2151895"" target=""_blank"">Bower, R., 2014. Hinds/Hekeao Plains Technical Overview – Subregional Planning Development Process. Environmental Canterbury, Report R14/79 ISBN 978-1-927314-38"
Global_MAR_Inventory.1105,1105,POINT (12.2195 45.7807),1321,Arcade,Europe,Italy,45.7807,12.2195,2013,-9999,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",River water,Environmental,Maximize Natural Storage,"Bertoldo S., Busoni S., Pedron R. and Sottani A. (paper ISMAR8, 2013) Large diameter shallow wells in unconfined aquifer recharge: a new MAR integrated project in the province of Treviso (Northern Italy). ISMAR 8 Proceedings. Bejing, China."
Global_MAR_Inventory.1106,1106,POINT (11.6934 45.7214),1322,Brenta Ramp,Europe,Italy,45.7214,11.6934,2009,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Domestic,Maximize Natural Storage,"<a href=""http://www.acquesotterranee.online/index.php/acque/article/view/081-14-0107/45"" target=""_blank"">Sottani A., Vielmo A. (Italian Journal oh Hydrogeology: 25-29, 2014). Groundwater conservation and monitoring activities in the middle Brenta River p"
Global_MAR_Inventory.1107,1107,POINT (11.51734 45.67428),1323,Ferraro Quarry,Europe,Italy,45.67428,11.51734,2006,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Research,Other Benefits,"<a href=""https://www.researchgate.net/profile/Andrea_Sottani/publication/281644922_Artificial_recharge_of_the_aquifer_system_of_Central_Veneto_Italy_modelling_and_forced_infiltration_experiments_through_dismissed_quarries/links/5a70a318a6fdcc33daa9db16/A"
Global_MAR_Inventory.1108,1108,POINT (35.80444 31.56806),1324,Wala reservoir,Europe,Jordan,31.56806,35.80444,2002,-9999,Rainwater and Run-off Harvesting,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",Storm water,Domestic,Physical Aquifer Management,"Xanke J, Goeppert N, Sawarieh A, Liesch T, Kinger J, Ali W, Hötzl H, Hadidi K, Goldscheider N (2015) Impact of managed aquifer recharge on the chemical and isotopic composition of a karst aquifer, Wala reservoir, Jordan. In: Hydrogeology Journal 23 (5),"
Global_MAR_Inventory.1109,1109,POINT (-80.531282 43.401755),1325,"Mannheim ASR Project, Region of Waterloo",North America,Canada,43.401755,-80.531282,2005,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Management of Water Distribution Systems,"Summary Report for Task Group K: Aquifer Recharge, Long-Term Water Supply Strategy (CH2M HILL, 1993)"
Global_MAR_Inventory.1110,1110,POINT (-75.72967 -14.049871),1326,Ica-Villacuri-Lanchas,South America,Peru,-14.049871,-75.72967,2012,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,Other Benefits,"<a href=""https://www.imta.gob.mx/biblioteca/libros_html/manejo-recarga-acuiferos-ehl.pdf"" target=""_blank"">Navarro Venegas, R. & Fernández Escalante, E. (2017) IMPLEMENTACIÓN DE MÁS DE 500 POZAS DE RECARGA ARTIFICIAL PARA LA SOSTENIBILIDAD DEL REGADÍO"
Global_MAR_Inventory.1111,1111,POINT (-3.829101 40.419288),1327,La Cabaña bis,Europe,Spain,40.419288,-3.829101,2011,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Tap water,Domestic,Management of Water Distribution Systems,"Iglesias, J.A., Martínez, I., Nogueras, R. (2017) Artificial Groundwater Recharge Using Deep Wells: Experiences at Madrid Tertiary Detrital Aquifer. Presentation at the 44th IAH Congress ""Groundwater Heritage and Sustainability"". Dubrovnik, Croatia, 25"
Global_MAR_Inventory.1112,1112,POINT (-3.72626 40.526561),1328,FE-1R,Europe,Spain,40.526561,-3.72626,2012,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Tap water,Domestic,Management of Water Distribution Systems,"Iglesias, J.A., Martínez, I., Nogueras, R. (2017) Artificial Groundwater Recharge Using Deep Wells: Experiences at Madrid Tertiary Detrital Aquifer. Presentation at the 44th IAH Congress ""Groundwater Heritage and Sustainability"". Dubrovnik, Croatia, 25"
Global_MAR_Inventory.1113,1113,POINT (-3.696148 40.53334),1329,Casilla Valverde,Europe,Spain,40.53334,-3.696148,2011,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Tap water,Domestic,Management of Water Distribution Systems,"Iglesias, J.A., Martínez, I., Nogueras, R. (2017) Artificial Groundwater Recharge Using Deep Wells: Experiences at Madrid Tertiary Detrital Aquifer. Presentation at the 44th IAH Congress ""Groundwater Heritage and Sustainability"". Dubrovnik, Croatia, 25"
Global_MAR_Inventory.1114,1114,POINT (115.776711 -31.782679),1330,Perth Groundwater Replenishment Scheme Stage 1,Oceania,Australia,-31.782679,115.776711,2017,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Reclaimed wastewater,Domestic,Management of Water Distribution Systems,"<a href=""https://www.watercorporation.com.au/water-supply/our-water-sources/groundwater-replenishment"" target=""_blank"">https://www.watercorporation.com.au/water-supply/our-water-sources/groundwater-replenishment</a>"
Global_MAR_Inventory.1115,1115,POINT (177.9196 -38.61044),1331,Makauri Aquifer Managed Aquifer Recharge Trial,Oceania,New Zealand,-38.61044,177.9196,2017,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://www.gdc.govt.nz/videos-on-mar-project/"" target=""_blank"">http://www.gdc.govt.nz/videos-on-mar-project/</a>"
Global_MAR_Inventory.1116,1116,POINT (177.9196 -38.61037),1332,Poverty Bay MAR Pilot Project,Oceania,New Zealand,-38.61037,177.9196,2017,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://www.gdc.govt.nz/assets/Files/Major-projects/Manager-Aquifer-Recharge/1415771_7403-025-R-Rev1-Gisborne-MAR-Results-2017-Injection-Trial.pdf"" target=""_blank"">http://www.gdc.govt.nz/assets/Files/Major-projects/Manager-Aquifer-Recharge/141577"
Global_MAR_Inventory.1117,1117,POINT (55.490798 36.928119),1333,Kale Khosk,Asia,Iran,36.928119,55.490798,-9999,-9999,Spreading Methods,Flooding,"<a href=""https://inowas.com/mar-methods/flooding/"" target=""_blank"">Flooding</a>",Storm water,Ecological,Management of Water Distribution Systems,
Global_MAR_Inventory.1118,1118,POINT (55.474394 36.900281),1334,Kale Zardabe,Asia,Iran,36.900281,55.474394,-9999,-9999,Spreading Methods,Flooding,"<a href=""https://inowas.com/mar-methods/flooding/"" target=""_blank"">Flooding</a>",Storm water,Ecological,Management of Water Distribution Systems,
